customer_id,segment,txn_year,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
C08659,Regular,2023,171,4,411.39,2,3,3,8,At Risk
C08678,Premium,2023,61,4,126.96,3,3,2,8,Loyal
C08684,Budget Shopper,2023,66,1,576.93,3,1,4,8,Promising
C08686,Premium,2023,87,4,88.44,3,3,2,8,Loyal
C08697,Regular,2023,35,2,74.93,4,2,2,8,Potential Loyalist
C08699,Budget Shopper,2023,36,2,112.19,4,2,2,8,Potential Loyalist
C08731,Regular,2023,136,4,337.49,2,3,3,8,At Risk
C08732,Regular,2023,32,3,60.49,4,2,2,8,Potential Loyalist
C08736,Regular,2023,50,2,181.48,4,2,2,8,Potential Loyalist
C08737,Regular,2023,75,4,127.89,3,3,2,8,Loyal
C08739,Regular,2023,140,4,346.45,2,3,3,8,At Risk
C08746,Premium,2023,99,5,235.86,2,3,3,8,At Risk
C08760,Regular,2023,79,2,457.88,3,2,3,8,Potential Loyalist
C08766,Premium,2023,87,5,139.07,3,3,2,8,Loyal
C08772,Premium,2023,80,3,300.96,3,2,3,8,Potential Loyalist
C08780,Regular,2023,107,4,305.25,2,3,3,8,At Risk
C08792,Regular,2023,170,4,284.22,2,3,3,8,At Risk
C08794,Regular,2023,35,2,62.06,4,2,2,8,Potential Loyalist
C08796,Regular,2023,68,3,238.92,3,2,3,8,Potential Loyalist
C08817,Premium,2023,137,7,439.29,2,3,3,8,At Risk
C08821,Regular,2023,11,3,48.23,5,2,1,8,Potential Loyalist
C08835,Budget Shopper,2023,22,1,103.53,5,1,2,8,Promising
C08839,Premium,2023,0,2,35.7,5,2,1,8,Potential Loyalist
C08844,Premium,2023,156,4,393.02,2,3,3,8,At Risk
C08847,Regular,2023,36,3,142.2,4,2,2,8,Potential Loyalist
C08848,Premium,2023,107,4,436.43,2,3,3,8,At Risk
C08850,Regular,2023,177,2,500.21,2,2,4,8,At Risk
C08852,Budget Shopper,2023,70,2,221.18,3,2,3,8,Potential Loyalist
C08870,Regular,2023,56,2,136.21,4,2,2,8,Potential Loyalist
C08879,Regular,2023,38,2,129.6,4,2,2,8,Potential Loyalist
C08892,Premium,2023,94,6,279.68,2,3,3,8,At Risk
C08908,Regular,2023,52,2,90.61,4,2,2,8,Potential Loyalist
C08915,Budget Shopper,2023,78,3,237.75,3,2,3,8,Potential Loyalist
C08921,Premium,2023,110,6,203.7,2,3,3,8,At Risk
C08928,Regular,2023,169,4,313.96,2,3,3,8,At Risk
C08933,Occasional Visitor,2023,18,1,64.05,5,1,2,8,Promising
C08936,Budget Shopper,2023,44,3,72.23,4,2,2,8,Potential Loyalist
C08965,Budget Shopper,2023,69,3,203.63,3,2,3,8,Potential Loyalist
C08971,Regular,2023,38,3,171.17,4,2,2,8,Potential Loyalist
C08979,Regular,2023,112,5,482.6,2,3,3,8,At Risk
C08989,Regular,2023,87,3,318.89,3,2,3,8,Potential Loyalist
C08993,Regular,2023,41,2,139.76,4,2,2,8,Potential Loyalist
C09001,Budget Shopper,2023,10,1,154.57,5,1,2,8,Promising
C09007,Regular,2023,46,2,83.6,4,2,2,8,Potential Loyalist
C09010,Regular,2023,35,2,130.88,4,2,2,8,Potential Loyalist
C09028,Budget Shopper,2023,41,2,197.66,4,2,2,8,Potential Loyalist
C09047,Regular,2023,60,3,79.85,4,2,2,8,Potential Loyalist
C09056,Regular,2023,52,3,129.63,4,2,2,8,Potential Loyalist
C09057,Occasional Visitor,2023,3,2,29.51,5,2,1,8,Potential Loyalist
C09102,Regular,2023,180,4,221.53,2,3,3,8,At Risk
C09103,Premium,2023,154,5,459.04,2,3,3,8,At Risk
C09112,Regular,2023,50,3,182.89,4,2,2,8,Potential Loyalist
C09117,Regular,2023,62,5,113.34,3,3,2,8,Loyal
C09119,VIP,2023,93,6,218.11,2,3,3,8,At Risk
C09120,Regular,2023,48,2,54.89,4,2,2,8,Potential Loyalist
C09137,Regular,2023,86,3,324.56,3,2,3,8,Potential Loyalist
C09144,Budget Shopper,2023,77,3,211.66,3,2,3,8,Potential Loyalist
C09154,Regular,2023,57,2,164.11,4,2,2,8,Potential Loyalist
C09159,Regular,2023,39,3,85.9,4,2,2,8,Potential Loyalist
C09172,Budget Shopper,2023,136,4,303.15,2,3,3,8,At Risk
C09184,Premium,2023,131,7,277.88,2,3,3,8,At Risk
C09192,Regular,2023,101,4,216.04,2,3,3,8,At Risk
C09196,Regular,2023,221,4,644.25,1,3,4,8,At Risk
C09203,Regular,2023,97,4,205.7,2,3,3,8,At Risk
C09207,Regular,2023,149,5,383.7,2,3,3,8,At Risk
C09222,Regular,2023,138,5,402.53,2,3,3,8,At Risk
C09226,Occasional Visitor,2023,55,1,430.35,4,1,3,8,Promising
C09229,Regular,2023,123,4,359.41,2,3,3,8,At Risk
C09238,Premium,2023,89,2,279.11,3,2,3,8,Potential Loyalist
C09295,Regular,2023,67,4,195.57,3,3,2,8,Loyal
C09321,Budget Shopper,2023,39,2,103.69,4,2,2,8,Potential Loyalist
C09324,Regular,2023,49,3,86.06,4,2,2,8,Potential Loyalist
C09345,Regular,2023,85,3,201.3,3,2,3,8,Potential Loyalist
C09353,Premium,2023,119,4,254.55,2,3,3,8,At Risk
C09358,Regular,2023,48,2,92.62,4,2,2,8,Potential Loyalist
C09363,Regular,2023,88,3,452,3,2,3,8,Potential Loyalist
C09367,Premium,2023,141,4,303,2,3,3,8,At Risk
C09368,Premium,2023,126,7,250.13,2,3,3,8,At Risk
C09371,Budget Shopper,2023,81,2,295.67,3,2,3,8,Potential Loyalist
C09377,Budget Shopper,2023,76,4,97.72,3,3,2,8,Loyal
C09378,Regular,2023,131,5,295.79,2,3,3,8,At Risk
C09388,Budget Shopper,2023,70,3,319.79,3,2,3,8,Potential Loyalist
C09398,Premium,2023,54,2,87.91,4,2,2,8,Potential Loyalist
C09406,Regular,2023,116,5,311.73,2,3,3,8,At Risk
C09410,Regular,2023,31,2,61.72,4,2,2,8,Potential Loyalist
C09424,Regular,2023,99,4,225.38,2,3,3,8,At Risk
C09427,Regular,2023,39,3,80.57,4,2,2,8,Potential Loyalist
C09431,Budget Shopper,2023,54,3,98.91,4,2,2,8,Potential Loyalist
C09437,Premium,2023,41,3,191.41,4,2,2,8,Potential Loyalist
C09448,Budget Shopper,2023,43,2,109.14,4,2,2,8,Potential Loyalist
C09454,Regular,2023,69,4,154.83,3,3,2,8,Loyal
C09458,Regular,2023,70,2,454.21,3,2,3,8,Potential Loyalist
C09469,Budget Shopper,2023,138,4,310.2,2,3,3,8,At Risk
C09473,Budget Shopper,2023,9,2,25.74,5,2,1,8,Potential Loyalist
C09477,Premium,2023,103,6,491.2,2,3,3,8,At Risk
C09481,Regular,2023,28,2,33.62,5,2,1,8,Potential Loyalist
C09483,Regular,2023,71,5,160.34,3,3,2,8,Loyal
C09493,Regular,2023,68,5,158.79,3,3,2,8,Loyal
C09500,Premium,2023,65,4,178.72,3,3,2,8,Loyal
C09503,Budget Shopper,2023,70,2,210.52,3,2,3,8,Potential Loyalist
C09530,Regular,2023,110,4,213.2,2,3,3,8,At Risk
C09535,Regular,2023,153,5,260.42,2,3,3,8,At Risk
C09539,Budget Shopper,2023,16,1,111.57,5,1,2,8,Promising
C09546,Premium,2023,109,7,253.5,2,3,3,8,At Risk
C09587,Regular,2023,143,4,281.89,2,3,3,8,At Risk
C09590,Premium,2023,37,3,188.65,4,2,2,8,Potential Loyalist
C09596,Budget Shopper,2023,42,3,151.25,4,2,2,8,Potential Loyalist
C09599,Regular,2023,123,3,510.82,2,2,4,8,At Risk
C09602,Premium,2023,86,4,157.04,3,3,2,8,Loyal
C09607,Regular,2023,102,4,225.52,2,3,3,8,At Risk
C09615,Regular,2023,98,6,328.45,2,3,3,8,At Risk
C09616,Budget Shopper,2023,78,3,211.89,3,2,3,8,Potential Loyalist
C09624,Premium,2023,77,2,300.39,3,2,3,8,Potential Loyalist
C09634,Regular,2023,50,3,68.94,4,2,2,8,Potential Loyalist
C09635,Budget Shopper,2023,154,4,258.9,2,3,3,8,At Risk
C09638,Regular,2023,101,4,330.83,2,3,3,8,At Risk
C09645,Regular,2023,72,5,178.73,3,3,2,8,Loyal
C09646,Regular,2023,73,3,235.05,3,2,3,8,Potential Loyalist
C09672,VIP,2023,77,4,131.7,3,3,2,8,Loyal
C09698,Budget Shopper,2023,41,2,123.84,4,2,2,8,Potential Loyalist
C09717,Budget Shopper,2023,26,2,41.04,5,2,1,8,Potential Loyalist
C09720,Premium,2023,88,4,164.87,3,3,2,8,Loyal
C09728,Regular,2023,78,2,328.29,3,2,3,8,Potential Loyalist
C09731,Regular,2023,74,4,173.27,3,3,2,8,Loyal
C09735,Regular,2023,91,4,461.6,2,3,3,8,At Risk
C09739,Premium,2023,57,3,69.68,4,2,2,8,Potential Loyalist
C09742,Regular,2023,33,2,123.54,4,2,2,8,Potential Loyalist
C09746,Premium,2023,115,7,298.23,2,3,3,8,At Risk
C09764,Regular,2023,37,3,168.69,4,2,2,8,Potential Loyalist
C09765,Regular,2023,54,3,109.77,4,2,2,8,Potential Loyalist
C09795,Regular,2023,193,5,683.85,1,3,4,8,At Risk
C09810,Regular,2023,35,2,68.85,4,2,2,8,Potential Loyalist
C09811,Regular,2023,50,2,146.99,4,2,2,8,Potential Loyalist
C09830,Premium,2023,84,5,199.94,3,3,2,8,Loyal
C09854,Budget Shopper,2023,54,3,89.05,4,2,2,8,Potential Loyalist
C09878,Budget Shopper,2023,43,1,201.14,4,1,3,8,Promising
C09880,Budget Shopper,2023,64,3,394.94,3,2,3,8,Potential Loyalist
C09887,Premium,2023,142,6,311.06,2,3,3,8,At Risk
C09908,Regular,2023,80,4,179.02,3,3,2,8,Loyal
C09911,Regular,2023,35,3,54.24,4,2,2,8,Potential Loyalist
C09943,Regular,2023,34,2,67.31,4,2,2,8,Potential Loyalist
C09947,Budget Shopper,2023,82,4,111.96,3,3,2,8,Loyal
C09956,Premium,2023,131,4,268.69,2,3,3,8,At Risk
C09958,Regular,2023,31,2,52.37,4,2,2,8,Potential Loyalist
C09968,Budget Shopper,2023,14,1,96.65,5,1,2,8,Promising
C09983,Regular,2023,133,5,437.76,2,3,3,8,At Risk
C09990,Budget Shopper,2023,39,2,97.28,4,2,2,8,Potential Loyalist
C00006,Premium,2023,63,3,97.6,3,2,2,7,Potential Loyalist
C00009,Regular,2023,179,4,102.6,2,3,2,7,At Risk
C00012,Regular,2023,88,2,127.82,3,2,2,7,Potential Loyalist
C00014,Regular,2023,144,2,219.07,2,2,3,7,At Risk
C00032,Regular,2023,67,3,193.76,3,2,2,7,Potential Loyalist
C00052,Premium,2023,65,3,195.11,3,2,2,7,Potential Loyalist
C00065,Regular,2023,73,2,91.16,3,2,2,7,Potential Loyalist
C00075,Budget Shopper,2023,167,5,178.07,2,3,2,7,At Risk
C00081,Regular,2023,157,3,383.86,2,2,3,7,At Risk
C00097,Budget Shopper,2023,29,1,34.81,5,1,1,7,Promising
C00102,Budget Shopper,2023,110,2,303.79,2,2,3,7,At Risk
C00110,Regular,2023,94,3,248.46,2,2,3,7,At Risk
C00112,Regular,2023,172,4,87.67,2,3,2,7,At Risk
C00138,Premium,2023,63,3,188.4,3,2,2,7,Potential Loyalist
C00154,Budget Shopper,2023,72,2,120.13,3,2,2,7,Potential Loyalist
C00156,Budget Shopper,2023,94,2,348.04,2,2,3,7,At Risk
C00157,Premium,2023,180,4,159.83,2,3,2,7,At Risk
C00160,Budget Shopper,2023,60,1,104.24,4,1,2,7,Promising
C00162,Budget Shopper,2023,89,3,151.9,3,2,2,7,Potential Loyalist
C00166,Premium,2023,136,4,189.32,2,3,2,7,At Risk
C00175,Budget Shopper,2023,68,2,81.17,3,2,2,7,Potential Loyalist
C00183,Regular,2023,64,3,188.29,3,2,2,7,Potential Loyalist
C00188,Premium,2023,137,4,134.26,2,3,2,7,At Risk
C00191,Budget Shopper,2023,114,2,318.42,2,2,3,7,At Risk
C00196,Regular,2023,49,1,168.25,4,1,2,7,Promising
C00205,Budget Shopper,2023,61,2,107.93,3,2,2,7,Potential Loyalist
C00206,Budget Shopper,2023,81,3,158.96,3,2,2,7,Potential Loyalist
C00221,Regular,2023,47,2,37.11,4,2,1,7,Potential Loyalist
C00233,Regular,2023,122,4,89.51,2,3,2,7,At Risk
C00237,Premium,2023,66,3,113.46,3,2,2,7,Potential Loyalist
C00241,Premium,2023,68,3,127.79,3,2,2,7,Potential Loyalist
C00244,Regular,2023,125,2,205.44,2,2,3,7,At Risk
C00248,Regular,2023,69,2,71.69,3,2,2,7,Potential Loyalist
C00249,Regular,2023,69,3,57.17,3,2,2,7,Potential Loyalist
C00271,Budget Shopper,2023,56,2,49.6,4,2,1,7,Potential Loyalist
C00293,Budget Shopper,2023,137,2,250.11,2,2,3,7,At Risk
C00294,Premium,2023,134,5,145.55,2,3,2,7,At Risk
C00295,VIP,2023,155,4,191.45,2,3,2,7,At Risk
C00337,Premium,2023,74,2,150.03,3,2,2,7,Potential Loyalist
C00342,Premium,2023,83,3,156.73,3,2,2,7,Potential Loyalist
C00352,Regular,2023,67,3,129.78,3,2,2,7,Potential Loyalist
C00357,Premium,2023,105,2,201.56,2,2,3,7,At Risk
C00370,Premium,2023,237,3,574.56,1,2,4,7,At Risk
C00383,Regular,2023,285,2,540.88,1,2,4,7,At Risk
C00391,Budget Shopper,2023,89,2,73.22,3,2,2,7,Potential Loyalist
C00392,Regular,2023,145,3,222.66,2,2,3,7,At Risk
C00393,Premium,2023,144,3,220.61,2,2,3,7,At Risk
C00396,Premium,2023,92,3,217.56,2,2,3,7,At Risk
C00406,Budget Shopper,2023,118,5,182.27,2,3,2,7,At Risk
C00412,Budget Shopper,2023,93,3,291.94,2,2,3,7,At Risk
C00415,Budget Shopper,2023,5,1,35.87,5,1,1,7,Promising
C00443,Budget Shopper,2023,31,1,99.46,4,1,2,7,Promising
C00452,Premium,2023,106,3,200.85,2,2,3,7,At Risk
C00457,Regular,2023,103,2,285.64,2,2,3,7,At Risk
C00461,Budget Shopper,2023,301,1,1006.26,1,1,5,7,At Risk
C00464,Regular,2023,89,3,167.3,3,2,2,7,Potential Loyalist
C00465,Premium,2023,134,4,107.5,2,3,2,7,At Risk
C00476,Regular,2023,200,7,308.47,1,3,3,7,At Risk
C00504,Regular,2023,111,4,137.79,2,3,2,7,At Risk
C00526,Occasional Visitor,2023,173,2,203.11,2,2,3,7,At Risk
C00530,Premium,2023,137,3,230.13,2,2,3,7,At Risk
C00533,Regular,2023,147,3,267.97,2,2,3,7,At Risk
C00545,Regular,2023,135,3,258.66,2,2,3,7,At Risk
C00561,Budget Shopper,2023,50,1,61.45,4,1,2,7,Promising
C00565,Premium,2023,162,3,205.56,2,2,3,7,At Risk
C00580,Regular,2023,44,1,57.29,4,1,2,7,Promising
C00598,Occasional Visitor,2023,8,1,25.08,5,1,1,7,Promising
C00611,Premium,2023,83,2,79.05,3,2,2,7,Potential Loyalist
C00622,Occasional Visitor,2023,151,2,221.66,2,2,3,7,At Risk
C00628,Regular,2023,121,4,117.91,2,3,2,7,At Risk
C00646,Budget Shopper,2023,231,4,314.56,1,3,3,7,At Risk
C00668,Budget Shopper,2023,139,3,212.63,2,2,3,7,At Risk
C00681,Budget Shopper,2023,178,3,234.08,2,2,3,7,At Risk
C00683,Regular,2023,71,2,152.45,3,2,2,7,Potential Loyalist
C00689,Regular,2023,69,3,144.53,3,2,2,7,Potential Loyalist
C00698,Premium,2023,130,5,190.5,2,3,2,7,At Risk
C00709,Regular,2023,66,3,87.93,3,2,2,7,Potential Loyalist
C00716,Regular,2023,148,2,255.03,2,2,3,7,At Risk
C00736,Budget Shopper,2023,0,1,17.43,5,1,1,7,Promising
C00739,Regular,2023,90,2,58.51,3,2,2,7,Potential Loyalist
C00770,Budget Shopper,2023,45,1,88.17,4,1,2,7,Promising
C00773,Premium,2023,81,3,108.82,3,2,2,7,Potential Loyalist
C00776,Regular,2023,23,1,30.4,5,1,1,7,Promising
C00788,Premium,2023,69,3,152.06,3,2,2,7,Potential Loyalist
C00789,Regular,2023,173,2,421.79,2,2,3,7,At Risk
C00793,Budget Shopper,2023,219,3,538.05,1,2,4,7,At Risk
C00794,Budget Shopper,2023,53,1,62.41,4,1,2,7,Promising
C00817,Regular,2023,67,2,146.6,3,2,2,7,Potential Loyalist
C00827,Budget Shopper,2023,108,3,304.74,2,2,3,7,At Risk
C00856,Premium,2023,67,3,198.16,3,2,2,7,Potential Loyalist
C00861,Premium,2023,134,6,138.3,2,3,2,7,At Risk
C00870,Premium,2023,220,6,294.75,1,3,3,7,At Risk
C00871,Budget Shopper,2023,50,1,99.46,4,1,2,7,Promising
C00889,Premium,2023,100,4,141.82,2,3,2,7,At Risk
C00898,Budget Shopper,2023,75,3,140.65,3,2,2,7,Potential Loyalist
C00926,Budget Shopper,2023,48,1,50.4,4,1,2,7,Promising
C00935,Budget Shopper,2023,63,2,75.8,3,2,2,7,Potential Loyalist
C00940,Budget Shopper,2023,60,1,94.8,4,1,2,7,Promising
C00945,Budget Shopper,2023,61,2,180.1,3,2,2,7,Potential Loyalist
C00949,Regular,2023,47,1,180.95,4,1,2,7,Promising
C00954,VIP,2023,74,3,128.86,3,2,2,7,Potential Loyalist
C00964,Occasional Visitor,2023,144,2,232.46,2,2,3,7,At Risk
C00970,Budget Shopper,2023,198,3,552.87,1,2,4,7,At Risk
C00971,Budget Shopper,2023,13,1,49.4,5,1,1,7,Promising
C00982,Premium,2023,104,3,231.13,2,2,3,7,At Risk
C00986,Regular,2023,149,4,129.61,2,3,2,7,At Risk
C00993,Budget Shopper,2023,64,3,101.1,3,2,2,7,Potential Loyalist
C00996,Regular,2023,238,4,254.99,1,3,3,7,At Risk
C01009,Regular,2023,12,1,38.48,5,1,1,7,Promising
C01028,Premium,2023,112,4,183.87,2,3,2,7,At Risk
C01041,Premium,2023,101,5,168.78,2,3,2,7,At Risk
C01044,Budget Shopper,2023,173,4,99.28,2,3,2,7,At Risk
C01061,Regular,2023,218,4,237.1,1,3,3,7,At Risk
C01064,Regular,2023,104,5,117.04,2,3,2,7,At Risk
C01075,Regular,2023,215,6,331.63,1,3,3,7,At Risk
C01078,Regular,2023,0,1,9.62,5,1,1,7,Promising
C01097,Premium,2023,254,3,506.5,1,2,4,7,At Risk
C01156,Budget Shopper,2023,70,3,107.58,3,2,2,7,Potential Loyalist
C01163,Budget Shopper,2023,19,1,24.76,5,1,1,7,Promising
C01181,Budget Shopper,2023,148,4,78.68,2,3,2,7,At Risk
C01198,Budget Shopper,2023,114,4,141.15,2,3,2,7,At Risk
C01200,Regular,2023,156,2,355.56,2,2,3,7,At Risk
C01209,Regular,2023,152,1,711.96,2,1,4,7,At Risk
C01226,Regular,2023,169,2,372.85,2,2,3,7,At Risk
C01236,Budget Shopper,2023,45,1,84.72,4,1,2,7,Promising
C01241,Regular,2023,63,3,86.99,3,2,2,7,Potential Loyalist
C01253,Regular,2023,74,3,98.66,3,2,2,7,Potential Loyalist
C01260,Budget Shopper,2023,44,2,34.07,4,2,1,7,Potential Loyalist
C01288,Regular,2023,63,2,137.29,3,2,2,7,Potential Loyalist
C01291,Premium,2023,76,2,62.84,3,2,2,7,Potential Loyalist
C01297,Budget Shopper,2023,65,2,107.63,3,2,2,7,Potential Loyalist
C01299,Regular,2023,111,2,276.31,2,2,3,7,At Risk
C01343,Regular,2023,105,6,193.94,2,3,2,7,At Risk
C01362,Regular,2023,65,3,189.29,3,2,2,7,Potential Loyalist
C01372,Regular,2023,119,4,128.18,2,3,2,7,At Risk
C01376,Premium,2023,145,4,116.75,2,3,2,7,At Risk
C01396,Regular,2023,15,1,48.76,5,1,1,7,Promising
C01402,Occasional Visitor,2023,7,1,24.12,5,1,1,7,Promising
C01405,Budget Shopper,2023,119,5,98.18,2,3,2,7,At Risk
C01437,Regular,2023,68,2,170.18,3,2,2,7,Potential Loyalist
C01491,Premium,2023,17,1,42.54,5,1,1,7,Promising
C01516,Budget Shopper,2023,183,4,302.88,1,3,3,7,At Risk
C01530,Regular,2023,129,3,240.35,2,2,3,7,At Risk
C01550,Budget Shopper,2023,122,2,353.73,2,2,3,7,At Risk
C01561,Regular,2023,133,3,341.12,2,2,3,7,At Risk
C01569,Regular,2023,158,3,255.43,2,2,3,7,At Risk
C01590,Budget Shopper,2023,27,1,44.36,5,1,1,7,Promising
C01617,Regular,2023,113,3,348.9,2,2,3,7,At Risk
C01627,Budget Shopper,2023,65,3,159.77,3,2,2,7,Potential Loyalist
C01634,Occasional Visitor,2023,7,1,26.71,5,1,1,7,Promising
C01635,Regular,2023,58,1,102.61,4,1,2,7,Promising
C01640,Premium,2023,186,5,365.33,1,3,3,7,At Risk
C01650,Budget Shopper,2023,9,1,29.24,5,1,1,7,Promising
C01661,Regular,2023,198,4,362.45,1,3,3,7,At Risk
C01685,Budget Shopper,2023,65,2,85.21,3,2,2,7,Potential Loyalist
C01710,Premium,2023,126,4,190.02,2,3,2,7,At Risk
C01718,Premium,2023,128,4,99.75,2,3,2,7,At Risk
C01725,Budget Shopper,2023,84,2,144.03,3,2,2,7,Potential Loyalist
C01739,Premium,2023,87,3,160.66,3,2,2,7,Potential Loyalist
C01748,Regular,2023,173,2,363.37,2,2,3,7,At Risk
C01749,Regular,2023,86,2,129.86,3,2,2,7,Potential Loyalist
C01756,Budget Shopper,2023,68,2,167.87,3,2,2,7,Potential Loyalist
C01757,Occasional Visitor,2023,41,2,16.45,4,2,1,7,Potential Loyalist
C01759,VIP,2023,122,5,130.23,2,3,2,7,At Risk
C01769,Premium,2023,116,2,328.26,2,2,3,7,At Risk
C01772,Regular,2023,99,3,265.12,2,2,3,7,At Risk
C01775,Regular,2023,137,3,234.65,2,2,3,7,At Risk
C01778,Regular,2023,145,4,177.46,2,3,2,7,At Risk
C01812,Premium,2023,84,3,81.85,3,2,2,7,Potential Loyalist
C01821,Regular,2023,75,3,111.59,3,2,2,7,Potential Loyalist
C01826,Regular,2023,171,4,93.14,2,3,2,7,At Risk
C01827,Regular,2023,102,4,113.92,2,3,2,7,At Risk
C01840,Budget Shopper,2023,141,4,186.82,2,3,2,7,At Risk
C01843,VIP,2023,128,3,272.65,2,2,3,7,At Risk
C01870,Regular,2023,96,4,124.05,2,3,2,7,At Risk
C01884,Regular,2023,123,4,154.2,2,3,2,7,At Risk
C01885,Regular,2023,95,4,198.65,2,3,2,7,At Risk
C01903,Budget Shopper,2023,94,2,247.64,2,2,3,7,At Risk
C01905,Regular,2023,185,4,215.15,1,3,3,7,At Risk
C01913,Regular,2023,172,7,137.14,2,3,2,7,At Risk
C01920,Regular,2023,176,5,161.53,2,3,2,7,At Risk
C01927,Premium,2023,157,3,328.36,2,2,3,7,At Risk
C01937,Regular,2023,124,3,363.48,2,2,3,7,At Risk
C01956,Regular,2023,94,3,350.69,2,2,3,7,At Risk
C01984,Regular,2023,298,4,263.69,1,3,3,7,At Risk
C01992,Regular,2023,88,3,128.89,3,2,2,7,Potential Loyalist
C02019,Regular,2023,179,3,217.56,2,2,3,7,At Risk
C02032,Regular,2023,57,1,136.05,4,1,2,7,Promising
C02051,Budget Shopper,2023,15,1,8.87,5,1,1,7,Promising
C02059,Budget Shopper,2023,83,2,156.76,3,2,2,7,Potential Loyalist
C02061,Budget Shopper,2023,105,2,299.43,2,2,3,7,At Risk
C02067,Occasional Visitor,2023,1,1,33.25,5,1,1,7,Promising
C02104,Regular,2023,160,4,154.69,2,3,2,7,At Risk
C02106,Premium,2023,110,3,312.57,2,2,3,7,At Risk
C02111,Regular,2023,112,4,132.26,2,3,2,7,At Risk
C02124,Regular,2023,91,2,204.3,2,2,3,7,At Risk
C02127,Regular,2023,145,2,451.54,2,2,3,7,At Risk
C02152,Premium,2023,77,2,153.52,3,2,2,7,Potential Loyalist
C02174,Regular,2023,170,1,770.24,2,1,4,7,At Risk
C02185,Budget Shopper,2023,115,4,85.86,2,3,2,7,At Risk
C02187,Regular,2023,155,2,277.6,2,2,3,7,At Risk
C02221,Regular,2023,87,3,130.58,3,2,2,7,Potential Loyalist
C02222,Regular,2023,97,4,152.45,2,3,2,7,At Risk
C02227,Budget Shopper,2023,72,2,98.89,3,2,2,7,Potential Loyalist
C02231,Premium,2023,151,5,184.1,2,3,2,7,At Risk
C02238,Regular,2023,169,3,426.63,2,2,3,7,At Risk
C02241,Budget Shopper,2023,114,3,325.64,2,2,3,7,At Risk
C02242,Regular,2023,64,3,159.51,3,2,2,7,Potential Loyalist
C02248,Regular,2023,76,3,131.97,3,2,2,7,Potential Loyalist
C02252,Regular,2023,79,3,151.83,3,2,2,7,Potential Loyalist
C02260,Premium,2023,123,4,162.97,2,3,2,7,At Risk
C02262,Regular,2023,121,4,188.57,2,3,2,7,At Risk
C02289,Budget Shopper,2023,135,3,209.57,2,2,3,7,At Risk
C02293,Regular,2023,151,3,362.72,2,2,3,7,At Risk
C02295,Budget Shopper,2023,90,1,279.58,3,1,3,7,Promising
C02314,Regular,2023,212,4,297.42,1,3,3,7,At Risk
C02361,Budget Shopper,2023,19,1,20.33,5,1,1,7,Promising
C02366,Budget Shopper,2023,174,2,298.26,2,2,3,7,At Risk
C02385,Premium,2023,121,3,304.03,2,2,3,7,At Risk
C02392,Regular,2023,85,3,113.98,3,2,2,7,Potential Loyalist
C02398,Budget Shopper,2023,178,3,236.91,2,2,3,7,At Risk
C02399,Regular,2023,130,4,138.57,2,3,2,7,At Risk
C02406,Regular,2023,100,4,159.22,2,3,2,7,At Risk
C02433,Regular,2023,91,4,167.06,2,3,2,7,At Risk
C02442,Budget Shopper,2023,59,1,149.19,4,1,2,7,Promising
C02452,Regular,2023,141,3,257.91,2,2,3,7,At Risk
C02455,Regular,2023,162,3,354.7,2,2,3,7,At Risk
C02464,Budget Shopper,2023,154,4,148.94,2,3,2,7,At Risk
C02491,Regular,2023,93,4,158.05,2,3,2,7,At Risk
C02528,Premium,2023,149,3,348.45,2,2,3,7,At Risk
C02534,Occasional Visitor,2023,76,2,108.45,3,2,2,7,Potential Loyalist
C02548,Regular,2023,81,2,193.24,3,2,2,7,Potential Loyalist
C02551,Regular,2023,33,2,21.71,4,2,1,7,Potential Loyalist
C02557,Budget Shopper,2023,145,2,390.53,2,2,3,7,At Risk
C02565,Regular,2023,134,4,132.52,2,3,2,7,At Risk
C02568,Premium,2023,149,3,393.88,2,2,3,7,At Risk
C02580,Budget Shopper,2023,0,1,21.72,5,1,1,7,Promising
C02591,VIP,2023,139,4,162.01,2,3,2,7,At Risk
C02606,Regular,2023,127,2,248.22,2,2,3,7,At Risk
C02607,Budget Shopper,2023,72,1,279.87,3,1,3,7,Promising
C02612,Regular,2023,82,3,164.81,3,2,2,7,Potential Loyalist
C02616,Budget Shopper,2023,19,1,25.07,5,1,1,7,Promising
C02648,Premium,2023,110,5,137.42,2,3,2,7,At Risk
C02652,Premium,2023,191,3,603.68,1,2,4,7,At Risk
C02674,Regular,2023,140,2,321.27,2,2,3,7,At Risk
C02677,Premium,2023,79,2,79.72,3,2,2,7,Potential Loyalist
C02678,Premium,2023,73,2,82.28,3,2,2,7,Potential Loyalist
C02696,Premium,2023,79,2,87.08,3,2,2,7,Potential Loyalist
C02703,Premium,2023,81,3,187.04,3,2,2,7,Potential Loyalist
C02709,Regular,2023,68,3,148.35,3,2,2,7,Potential Loyalist
C02716,Regular,2023,176,2,323.51,2,2,3,7,At Risk
C02717,Occasional Visitor,2023,126,2,408.95,2,2,3,7,At Risk
C02721,Premium,2023,112,3,395.67,2,2,3,7,At Risk
C02724,Budget Shopper,2023,117,3,235.14,2,2,3,7,At Risk
C02731,Budget Shopper,2023,106,3,293.63,2,2,3,7,At Risk
C02734,Budget Shopper,2023,128,3,239.15,2,2,3,7,At Risk
